Conversion ID,Advertiser,Status,Order ID,Conversion Time,Click Time,Currency,EUID,Estimate Order Value,Estimate Optimise Cashback Value,Cashback % or Amount,Estimate M1 Cashback Value,"Estimate Cashback Value
(Exclude GST)",Unnamed: 13,Settlement Date,Partner Approved but payment not received. But pulseid have done the settlement
3b6cae76527c439bbfd96b2c876914c7-1,Shopee SG,Approved,221111Q55RMD84_9091787935_1,11/11/2022 0:10,11/11/2022 0:06,SGD,369c8269-dec7-4275-b132-aad102187e4a,5.23,0.07,0.90%,0.047,0.044,,7/8/2023,
7a8849d81152401f85a180e4073a965e-1,Shopee SG,Approved,221110NRT9Y4VS_21201962342_1,10/11/2022 10:56,8/11/2022 16:56,SGD,1beaf31a-ba35-4414-b0dd-a8fc949a954c,5.57,0.12,1.60%,0.089,0.083,,7/8/2023,
d97278b3a20e470f99aee6714c618239-1,Shopee SG,Approved,221110ND4JUPW5_11444068191_1,10/11/2022 7:27,10/11/2022 7:20,SGD,4743c3f5-c0a6-4f76-b752-38fce8e863cc,6.08,0.09,0.90%,0.055,0.051,,7/8/2023,
2ce94bed402847618d844eaff4caede5-1,Shopee SG,Approved,221110ND4JUPW5_11444068191_2,10/11/2022 7:27,10/11/2022 7:20,SGD,4743c3f5-c0a6-4f76-b752-38fce8e863cc,6.07,0.08,0.90%,0.055,0.051,,7/8/2023,
d36cbc8abe5f4f1c990593cf9015874c-1,Lazada SG,Approved,87323000252140x1729185887_SGAMZ-8553408739,9/11/2022 17:53,8/11/2022 18:15,SGD,273d34d1-7d68-4f0e-87cc-f9b723ac4ff7,7.9,0.12,1.00%,0.079,0.073,,7/11/2023,
2e8eb7f0d62f4614a02f9528e03924db-1,Lazada SG,Approved,87254037640057x2359314837_SGAMZ-13780893196,9/11/2022 9:12,8/11/2022 17:22,SGD,010b2d6f-3e70-4a7f-a4e7-d9236904f4e5,48.76,0.73,1.00%,0.488,0.453,,7/11/2023,
883fc6c772cb4317858d5bca13651fd1-1,Lazada SG,Approved,87244238140057x327370535_SGAMZ-871446301,9/11/2022 9:05,8/11/2022 17:22,SGD,010b2d6f-3e70-4a7f-a4e7-d9236904f4e5,15,0.23,1.00%,0.15,0.14,,7/11/2023,
059f2a306f484f2c8df738173c406e35-1,Shopee SG,Approved,221108HDMAAWF0_6105258132_1,8/11/2022 17:25,8/11/2022 17:23,SGD,91e9a166-54e8-4498-abb8-69e939f08c3b,12.8,0.27,1.60%,0.205,0.19,,7/8/2023,
6b94aa2409794e37bf7c939c33e6a4c4-1,Lazada SG,Approved,87967751834052xPH272HAAA4F5QWSGAMZ-8494171,8/11/2022 14:57,4/11/2022 14:43,SGD,6a190c48-66a5-4645-961c-e683a385ddf0,13.21,0.2,1.00%,0.132,0.123,,7/11/2023,
5d72faeddbeb4541b5411b7c965cd288-1,Lazada SG,Approved,87993537334052x2121067630_SGAMZ-12021472424,8/11/2022 14:55,4/11/2022 14:43,SGD,6a190c48-66a5-4645-961c-e683a385ddf0,9.9,0.15,1.00%,0.099,0.092,,7/11/2023,
88ca052c0e204250ac4fe9830dbbef3c-1,Shopee SG,Approved,221107FCHKS7BQ_3959962152_1,7/11/2022 22:02,2/11/2022 8:36,SGD,0b3fd508-242f-40f1-a6f2-f4f49a53b8ad,3.65,0.08,1.60%,0.058,0.054,,7/8/2023,
9fbd1d62c941421facd238e10295cebd-1,Adidas,Approved,ASG07034799,7/11/2022 9:10,7/11/2022 9:02,SGD,001a0062-ccaa-47a6-8e06-f0d76f6af844,212.81,9.58,3.00%,6.384,5.937,,7/10/2023,
e21f20d3a7974b91b7e36d00c6db8b9b-1,Lazada SG,Approved,87115043034052x843256973_SGAMZ-2877562555,6/11/2022 23:29,4/11/2022 14:43,SGD,6a190c48-66a5-4645-961c-e683a385ddf0,6.71,0.1,1.00%,0.067,0.062,,7/11/2023,
24472de19a194aaea7510b3e0d9a637f-1,Lazada SG,Approved,87115043134052x843256973_SGAMZ-2877562553,6/11/2022 23:29,4/11/2022 14:43,SGD,6a190c48-66a5-4645-961c-e683a385ddf0,6.71,0.1,1.00%,0.067,0.062,,7/11/2023,
19cf8b88390b4a6884ab99091aa156f6-1,Lazada SG,Approved,86886870271698x2328801590_SGAMZ-13533710574,3/11/2022 12:58,31/10/2022 12:38,SGD,40cb98cb-d2bc-4bee-92ee-ab74bf983034,433,6.5,1.00%,4.33,4.027,,7/11/2023,
0b7989e67613491894068bae72db7ea0-1,Shopee SG,Approved,2211022W573SVH_18509610738_1,2/11/2022 22:53,2/11/2022 15:17,SGD,2a3d3c62-5a93-446b-8b2e-0f2413fa0d4c,6.85,0.14,1.60%,0.11,0.102,,7/8/2023,
82dfd6a2cce14fff8c08d4894a715343-1,Samsung SG,Approved,SG221102-98382371,2/11/2022 16:10,2/11/2022 15:15,USD,2d625e02-aab5-4c64-a158-ed811c4f9741,237.68,7.13,1.50%,3.565,3.316,,7/8/2023,
550f19d97b024a539ce5334f1bb5a3af-1,Shopee SG,Approved,2211010DENRY6N_1530414301_1,1/11/2022 23:07,29/10/2022 04:18,SGD,17f6f34e-395f-4268-8aff-8af22ea73627,76.51,1.07,0.90%,0.689,0.64,,7/8/2023,
2070b686582e448eb8b320226bbf3533-1,Shopee SG,Approved,221101UWENUAK2_20613506291_1,1/11/2022 7:49,1/11/2022 7:46,SGD,341136ba-b2ff-42e0-ade8-712e05ab4e62,4.64,0.06,0.90%,0.042,0.039,,7/8/2023,
a85c29f2af8e4356b2070bda24597652-1,Lazada SG,Approved,86695867471698x242202294_SGAMZ-371453358,31/10/2022 12:39,31/10/2022 12:38,SGD,40cb98cb-d2bc-4bee-92ee-ab74bf983034,529,7.93,1.00%,5.29,4.92,,7/11/2023,
ece05565b7794409a078fa97c02f0c79-1,Shopee SG,Approved,221030RGHM5TCK_8417082823_2,30/10/2022 23:20,28/10/2022 11:58,SGD,7229f66d-fe30-41d0-b02d-58a122bfca68,6.93,0.1,0.90%,0.062,0.058,,7/11/2023,
8b4fb582beb747ac8eae13f9d043beff-1,Shopee SG,Approved,221030RGHM5TCK_8417082823_3,30/10/2022 23:20,28/10/2022 11:58,SGD,6f7e210b-a6f3-496f-8a6e-085f952ee31a,5.9,0.08,0.90%,0.053,0.049,,7/11/2023,
ea9b7fede73c4221a2bebbe0afcffe2e-1,Shopee SG,Approved,221030RGHM5TCK_3458757049_1,30/10/2022 23:20,28/10/2022 11:58,SGD,7229f66d-fe30-41d0-b02d-58a122bfca68,4.98,0.1,1.60%,0.08,0.074,,7/11/2023,
eba2a7d277df410ab1d88512b4a4e5c3-1,Shopee SG,Approved,221029MMQ0QCE1_10248605808_1,29/10/2022 10:24,29/10/2022 10:21,SGD,7229f66d-fe30-41d0-b02d-58a122bfca68,23.8,0.33,0.90%,0.214,0.199,,7/11/2023,
f44d8ac11217435a8c3a4514444ad048-1,Lazada SG,Approved,87284383498840x553572963_SGAMZ-1570932413,27/10/2022 13:49,25/10/2022 10:49,SGD,c70f2d51-152a-44dc-9a63-ff34556ba57b,27.89,0.42,1.00%,0.279,0.259,,7/11/2023,
2c9846159d614955afcd105597e00e67-1,Shopee SG,Approved,221025ADPPTQV1_12306187324_1,25/10/2022 08:51,25/10/2022 08:47,SGD,7229f66d-fe30-41d0-b02d-58a122bfca68,6,0.08,0.90%,0.054,0.05,,7/11/2023,
77bc089453324f799255251cde82c0e4-1,Shopee SG,Approved,221025ADPPTQV1_4738316321_2,25/10/2022 08:51,25/10/2022 08:47,SGD,df102b98-6004-4ee7-8c81-8c2ceef42cf3,5,0.07,0.90%,0.045,0.042,,7/11/2023,
f8d56df2ae684fabbd8d106294555fab-1,Shopee SG,Approved,221025ADPPTQV1_79834648_7,25/10/2022 08:51,25/10/2022 08:47,SGD,27c62a52-60e7-47f5-92ae-4c7fcf49a402,3.2,0.04,0.90%,0.029,0.027,,7/11/2023,
55320fff9d4844cbb72391d4b1bc4843-1,Shopee SG,Approved,221025ADPPTQV1_79834648_6,25/10/2022 08:51,25/10/2022 08:47,SGD,36d41459-cddd-4179-ba42-e4818060d470,3.2,0.04,0.90%,0.029,0.027,,7/11/2023,
e8512ffb408c42b0a2bf55e7c7104df8-1,Shopee SG,Approved,221025ADPPTQV1_79834648_5,25/10/2022 08:51,25/10/2022 08:47,SGD,4e59879e-94f9-4ea0-97b3-679655ff2012,3.2,0.04,0.90%,0.029,0.027,,7/11/2023,
b6c79d328dcb4af290ae50f968bdd693-1,Shopee SG,Approved,221025ADPPTQV1_79834648_4,25/10/2022 08:51,25/10/2022 08:47,SGD,4e59879e-94f9-4ea0-97b3-679655ff2012,3.2,0.04,0.90%,0.029,0.027,,7/11/2023,
6bb0c0719a964524a304768ebecd3580-1,Shopee SG,Approved,221025ADPPTQV1_79834648_3,25/10/2022 08:51,25/10/2022 08:47,SGD,4e59879e-94f9-4ea0-97b3-679655ff2012,3.2,0.04,0.90%,0.029,0.027,,7/11/2023,
e1989f3fcc464ee88a12072c3f839fa0-1,Fairprice ON,Approved,116024143,24/10/2022 20:37,23/10/2022 21:44,SGD,4e59879e-94f9-4ea0-97b3-679655ff2012,85.13,0.8,1.00%,0.8,0.744,,7/2/2023,
808451f5f36e4e57a18eb2dc65fa8828-1,Shopee SG,Approved,22102487FG0R32_5135396348_1,24/10/2022 11:55,24/10/2022 11:54,SGD,7229f66d-fe30-41d0-b02d-58a122bfca68,171.5,2.4,0.90%,1.544,1.435,,7/11/2023,
d13be590794c4d3eb6d6ab8751c6a6c8-1,Lazada SG,Approved,87086782015540x1035794155_SGAMZ-3838804339,23/10/2022 20:28,23/10/2022 20:25,SGD,7229f66d-fe30-41d0-b02d-58a122bfca68,6.9,0.1,1.00%,0.069,0.064,,7/11/2023,
801c86503cd149d0be92fd88ec40c939-1,Lazada SG,Approved,87089572015540x301096780_SGAMZ-527104548,23/10/2022 20:23,23/10/2022 19:57,SGD,df102b98-6004-4ee7-8c81-8c2ceef42cf3,4.47,0.07,1.00%,0.045,0.042,,7/11/2023,
bba1ea688ebd45e0817147b099de3840-1,Lazada SG,Approved,87089572115540x301096780_SGAMZ-527104548,23/10/2022 20:23,23/10/2022 19:57,SGD,df102b98-6004-4ee7-8c81-8c2ceef42cf3,4.47,0.07,1.00%,0.045,0.042,,7/11/2023,
3d547b28e4cd4d5a8f72363a0ec1ba1b-1,Lazada SG,Approved,87089572315540x301108773_SGAMZ-527088708,23/10/2022 20:23,23/10/2022 19:57,SGD,976ed8bf-3ebf-4960-8ba9-f87357db2dae,8.36,0.13,1.00%,0.084,0.078,,7/11/2023,
d82480cd6f77431da766efbedb4089b9-1,Lazada SG,Approved,87089572515540x303284710_SGAMZ-536612736,23/10/2022 20:23,23/10/2022 19:57,SGD,df102b98-6004-4ee7-8c81-8c2ceef42cf3,8.36,0.13,1.00%,0.084,0.078,,7/11/2023,
6b6b3f70579e4541b1f92dc2b9054acf-1,Lazada SG,Approved,87089572215540x301196134_SGAMZ-527266454,23/10/2022 20:23,23/10/2022 19:57,SGD,df102b98-6004-4ee7-8c81-8c2ceef42cf3,4.56,0.07,1.00%,0.046,0.042,,7/11/2023,
58d0ec8bf4d44215bfa0f96bee4a5bce-1,Lazada SG,Approved,87089572415540x301108773_SGAMZ-527088708,23/10/2022 20:23,23/10/2022 19:57,SGD,27c62a52-60e7-47f5-92ae-4c7fcf49a402,8.37,0.13,1.00%,0.084,0.078,,7/11/2023,
eee7d7ab31454c24a87948ba2e343160-1,Lazada SG,Approved,87089572715540x303310351_SGAMZ-536606821,23/10/2022 20:23,23/10/2022 19:57,SGD,27c62a52-60e7-47f5-92ae-4c7fcf49a402,8.37,0.13,1.00%,0.084,0.078,,7/11/2023,
e6cae9cbbc0d4eb99097d07ced1cd05e-1,Lazada SG,Approved,87089572615540x303310351_SGAMZ-536606821,23/10/2022 20:23,23/10/2022 19:57,SGD,36d41459-cddd-4179-ba42-e4818060d470,8.38,0.13,1.00%,0.084,0.078,,7/11/2023,
e8b5ee32c91c4961be8866035b011cae-1,Lazada SG,Approved,87089572815540x303310351_SGAMZ-536606821,23/10/2022 20:23,23/10/2022 19:57,SGD,4e59879e-94f9-4ea0-97b3-679655ff2012,8.38,0.13,1.00%,0.084,0.078,,7/11/2023,
555383bbfad94416a40379577c0e66fa-1,Lazada SG,Approved,87089572915540x301106781_SGAMZ-527124053,23/10/2022 20:23,23/10/2022 19:57,SGD,4e59879e-94f9-4ea0-97b3-679655ff2012,12.32,0.18,1.00%,0.123,0.115,,7/11/2023,
ade89977e5d7453dbd776c20d4fa9909,EnfaStore,Approved,ENFASHOPSG26341,23/10/2022 14:54,23/10/2022 14:49,USD,4e59879e-94f9-4ea0-97b3-679655ff2012,169.08,8.45,3.50%,5.918,5.504,,24/05/2023,
f85cf50b25484edfb377074cfb24802b-1,Puma,Approved,13860.5408.985627,23/10/2022 06:53,9/10/2022 21:01,SGD,4e59879e-94f9-4ea0-97b3-679655ff2012,142.56,6.84,3.00%,4.277,3.977,,7/6/2023,
7198998fe66d46c2ba51828df6922061-1,Lazada SG,Approved,86196833351822x1914695771_SGAMZ-10235633596,21/10/2022 19:16,18/10/2022 23:56,SGD,efdb7998-0788-49a3-a561-f81879e222b7,5.58,0.08,1.00%,0.056,0.052,,7/11/2023,
3bbb1d62d2014b5394cf28fc50e1a362-1,Lazada SG,Approved,86196833251822x1914695771_SGAMZ-10235633595,21/10/2022 19:16,18/10/2022 23:56,SGD,4e59879e-94f9-4ea0-97b3-679655ff2012,4.5,0.07,1.00%,0.045,0.042,,7/11/2023,
251f23860174480e9988c7364b39e7c9-1,Lazada SG,Approved,86196833051822x1914695771_SGAMZ-10235633591,21/10/2022 19:16,18/10/2022 23:56,SGD,7229f66d-fe30-41d0-b02d-58a122bfca68,5.57,0.08,1.00%,0.056,0.052,,7/11/2023,
dea9e6c5d47742949eaa4055a3d2af97-1,Lazada SG,Approved,86196833151822x1914695771_SGAMZ-10235633594,21/10/2022 19:16,18/10/2022 23:56,SGD,7229f66d-fe30-41d0-b02d-58a122bfca68,5.57,0.08,1.00%,0.056,0.052,,7/11/2023,
6d940829dec64b6b901d3a13bfce077d-1,Lazada SG,Approved,85949871151822x1163198673_SGAMZ-4585036509,19/10/2022 00:19,18/10/2022 23:56,SGD,db054709-db8c-46d6-943b-2e218859ba86,4.9,0.39,7.00%,0.343,0.319,,7/11/2023,
008b723fe4eb4e7ea38da4b268699cbb-1,Shopee SG,Approved,221018NHX46KGQ_13959561464_1,18/10/2022 05:20,18/10/2022 00:43,SGD,0d016472-148a-4b83-b1b6-5f2c9d5e90e3,6.9,0.14,1.60%,0.11,0.103,,7/11/2023,
5e732460834949509a3874edf1de4cd7-1,Nike APAC,Approved,G10089213400,17/10/2022 14:53,17/10/2022 14:34,USD,28202da4-1029-49a5-9ff9-be87dd9257e2,119.06,5.95,3.50%,4.167,3.875,,24/05/2023,
e1907c82ec7a464fa2b2888b68ee3e69-1,Shopee SG,Approved,221017KTKS5KHB_16279239406_1,17/10/2022 12:50,17/10/2022 12:41,SGD,369c8269-dec7-4275-b132-aad102187e4a,14.61,0.31,1.60%,0.234,0.217,,7/11/2023,
4568810797634b2796968c5e0b5374dc-1,Shopee SG,Approved,221017KTKS5KHB_19220637346_2,17/10/2022 12:50,17/10/2022 12:41,SGD,369c8269-dec7-4275-b132-aad102187e4a,13.65,0.29,1.60%,0.218,0.203,,7/11/2023,
a08fec5ed156493facfa1a00c088dd1d-1,Lazada SG,Approved,85755461671698x946198800_SGAMZ-10398259072,15/10/2022 16:18,15/10/2022 16:17,SGD,40cb98cb-d2bc-4bee-92ee-ab74bf983034,26.9,0.4,1.00%,0.269,0.25,,7/11/2023,
e1cfee5423674af29affbecdede0dbe7-1,Lazada SG,Approved,85755461871698x2114602791_SGAMZ-11961276524,15/10/2022 16:18,15/10/2022 16:17,SGD,40cb98cb-d2bc-4bee-92ee-ab74bf983034,171,2.56,1.00%,1.71,1.59,,7/11/2023,
92a2c7dfc68c43a99d244b5b4ad04b3c-1,Shopee SG,Approved,221015F0H7A3PC_20015211342_1,15/10/2022 14:52,14/10/2022 07:26,SGD,98b8f8fe-54fa-4be6-bcf9-609bd3b27e85,17.07,0.36,1.60%,0.273,0.254,,7/11/2023,
6e654367398d4e37bd5d17118718a898-1,Lazada SG,Approved,85757027556564x896846815_SGAMZ-3116198384,15/10/2022 14:38,15/10/2022 14:35,SGD,bd62c2f0-929b-48d6-891a-e9c210c68b10,184,2.76,1.00%,1.84,1.711,,7/11/2023,
b21683aebeec475892690c8f357bbb7d-1,Lazada SG,Approved,86563122876721x1879690542_SGAMZ-15367004339,15/10/2022 09:40,14/10/2022 13:45,SGD,d8c91e9d-22ec-4989-97a9-d5bda3d91336,6.9,0.1,1.00%,0.069,0.064,,7/11/2023,
715b0ecfa69c48d99f86c0bc8a28fa4a-1,Lazada SG,Approved,85727444991711x1647354774_SGAMZ-7746312799,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,2.04,0.02,0.50%,0.01,0.009,,7/11/2023,
d9c828a1ac5e4040ad6adb8074246edc-1,Lazada SG,Approved,85727443891711x303050807_SGAMZ-536352537,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,2.8,0.04,1.00%,0.028,0.026,,7/11/2023,
5d138f73edbe45389734cd98e3ce760c-1,Lazada SG,Approved,85727444791711x305114263_SGAMZ-541228139,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,6.07,0.05,0.50%,0.03,0.028,,7/11/2023,
e71a296995874336ae5e66471041e7f3-1,Lazada SG,Approved,85727445491711x365832560_SGAMZ-852072362,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,0.06,0.0,1.00%,0.001,0.001,,7/11/2023,
96bb23258a7e4479981fff2be9cfdd8a-1,Lazada SG,Approved,85727443391711x303772352_SGAMZ-537458819,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,8.06,0.12,1.00%,0.081,0.075,,7/11/2023,
ba4203203ec34222b6fe6680a859ac20-1,Lazada SG,Approved,85727443091711x303066057_SGAMZ-536360239,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,2.81,0.04,1.00%,0.028,0.026,,7/11/2023,
5e21ccdec308424db19064938a86e43a-1,Lazada SG,Approved,85727444191711x307422165_SGAMZ-552398450,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,2.81,0.04,1.00%,0.028,0.026,,7/11/2023,
03fae8b671184536aae29269f95c277a-1,Lazada SG,Approved,85727442891711x1611210628_SGAMZ-7578898984,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,28.93,0.43,1.00%,0.289,0.269,,7/11/2023,
5d65d280797d4f0494ded0f9085eefc7-1,Lazada SG,Approved,85727444091711x2194857444_SGAMZ-12562115242,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,2.55,0.02,0.50%,0.013,0.012,,7/11/2023,
0b55f38dc56a4437b7a26ed7902a7307-1,Lazada SG,Approved,85727444691711x303294429_SGAMZ-536622322,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,12.75,0.1,0.50%,0.064,0.059,,7/11/2023,
c48c3c8e5a9d4e3d81cedfc550dbf7ce-1,Lazada SG,Approved,85727445091711x576338755_SGAMZ-1646898847,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,3.47,0.03,0.50%,0.017,0.016,,7/11/2023,
a35dd0259dc64fbb885c65eed10f2d30-1,Lazada SG,Approved,85727445191711x576338755_SGAMZ-1646898847,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,3.47,0.03,0.50%,0.017,0.016,,7/11/2023,
347b088c746b4946a01787ad3e1a23bd-1,Lazada SG,Approved,85727442491711x301120561_SGAMZ-527190677,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,4.87,0.04,0.50%,0.024,0.023,,7/11/2023,
40f043f0a6a24c25ad30a99f5aa4688a-1,Lazada SG,Approved,85727442591711x301120561_SGAMZ-527190677,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,4.87,0.04,0.50%,0.024,0.023,,7/11/2023,
b74e4b74da49497bb9f8934f164cad36-1,Lazada SG,Approved,85727442791711x303044995_SGAMZ-536342707,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,6.88,0.1,1.00%,0.069,0.064,,7/11/2023,
6f598f2419424bc5932b0e14fcb9b81f-1,Lazada SG,Approved,85727443191711x301164069_SGAMZ-527250305,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,5.25,0.04,0.50%,0.026,0.024,,7/11/2023,
f2fc33ef52754d5983136976bc56bf68-1,Lazada SG,Approved,85727443291711x301164069_SGAMZ-527250305,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,5.25,0.04,0.50%,0.026,0.024,,7/11/2023,
93ca95cce0dc4913947dc31724ed0b0a-1,Lazada SG,Approved,85727443491711x301102812_SGAMZ-527098840,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,6.17,0.05,0.50%,0.031,0.029,,7/11/2023,
14ce6d2c589d4ce6b73a4a378568c691-1,Lazada SG,Approved,85727444391711x301152235_SGAMZ-527176730,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,2.44,0.02,0.50%,0.012,0.011,,7/11/2023,
871dcf7cc8e24179bdafe4a6f4dc804c-1,Lazada SG,Approved,85727445391711x301104802_SGAMZ-527110146,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,3.52,0.03,0.50%,0.018,0.016,,7/11/2023,
f3f74a51c79c4bd6aa11a52ff4cb1670-1,Lazada SG,Approved,85727442691711x326092960_SGAMZ-685742254,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,6.88,0.06,0.50%,0.034,0.032,,7/11/2023,
2f3418f2e316419889e3223305f345d3-1,Lazada SG,Approved,85727444491711x318280599_SGAMZ-611558185,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,2.39,0.02,0.50%,0.012,0.011,,7/11/2023,
1235a46b7ea34b47b917b340509e932d-1,Lazada SG,Approved,85727444591711x1635471357_SGAMZ-7691571481,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,4.26,0.03,0.50%,0.021,0.02,,7/11/2023,
169b746d305a44e984b4867013db6556-1,Lazada SG,Approved,85727442991711x301158980_SGAMZ-527244815,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,5.76,0.09,1.00%,0.058,0.054,,7/11/2023,
35e2646afe0c4647a7ef0e6986db8224-1,Lazada SG,Approved,85727442391711x303808573_SGAMZ-537650649,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,4.59,0.07,1.00%,0.046,0.043,,7/11/2023,
7579a19e81e443ebb7dfe36590dedd57-1,Lazada SG,Approved,85727443991711x304998215_SGAMZ-541098283,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,5.08,0.08,1.00%,0.051,0.047,,7/11/2023,
d1d485960a1045b3bee38ff7639af900-1,Lazada SG,Approved,85727444891711x303034865_SGAMZ-536354442,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,6.02,0.09,1.00%,0.06,0.056,,7/11/2023,
f9bf0fb18994404bb1110089e794d3bb-1,Lazada SG,Approved,85727443691711x301124499_SGAMZ-527218182,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,3.01,0.05,1.00%,0.03,0.028,,7/11/2023,
ef23e49b467a41fc867efb598546ed99-1,Lazada SG,Approved,85727443791711x301124499_SGAMZ-527218182,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,3.01,0.05,1.00%,0.03,0.028,,7/11/2023,
a0292beb05d74ba3af1dd0b2c2df5887-1,Lazada SG,Approved,85727445291711x1886244230_SGAMZ-10053648963,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,5.05,0.04,0.50%,0.025,0.023,,7/11/2023,
3a49cabbb553483197c38bed14baac3a-1,Lazada SG,Approved,85727444291711x304182549_SGAMZ-538352952,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,69.67,1.05,1.00%,0.697,0.648,,7/11/2023,
d396c540c2574c788ebba7b81903235f-1,Lazada SG,Approved,85727443591711x2394279110_SGAMZ-14060812331,14/10/2022 21:44,14/10/2022 21:23,SGD,7d19c9ce-9850-4354-a3bc-d5a7e2c759c3,4.98,0.04,0.50%,0.025,0.023,,7/11/2023,
d25809907c68401c8ea4b536b1d960e8-1,Lazada SG,Approved,85677832032762x1355578047_SGAMZ-5736004292,14/10/2022 11:33,10/10/2022 1:59,SGD,05e3cacf-ce64-488f-9f42-f8c1c0a78fd5,9.59,0.14,1.00%,0.096,0.089,,7/11/2023,
ddd525f69101431789de4cf49dc63f8c-1,Lazada SG,Approved,86466716346001x1198170181_SGAMZ-4804528994,13/10/2022 15:19,7/10/2022 11:00,SGD,214d6502-12db-4bdf-9177-e7f14373e2d7,12.29,0.18,1.00%,0.123,0.114,,7/11/2023,
a90fc1fb3ebb4c59a90a4ab2dcb68beb-1,Shopee SG,Approved,2210139MTN89R6_12782312643_1,13/10/2022 11:40,13/10/2022 11:35,SGD,62731511-bef2-4760-b177-10f383367fe4,6,0.13,1.60%,0.096,0.089,,7/11/2023,
1b0bd45f929d439194c3d3cab5cfaa07-1,Lazada SG,Approved,86425162497089x2476456633_SGAMZ-14762768180,13/10/2022 08:29,8/10/2022 13:23,SGD,316ac797-65ec-41b2-84e0-cea03a9e317a,15,0.23,1.00%,0.15,0.14,,7/11/2023,
6f735394bca549249580a12a959f2fe3-1,Lazada SG,Approved,86425162597089x2476456633_SGAMZ-14762768180,13/10/2022 08:29,8/10/2022 13:23,SGD,316ac797-65ec-41b2-84e0-cea03a9e317a,15,0.23,1.00%,0.15,0.14,,7/11/2023,
35a51b13fc3e45339d016bccf092d242-1,Lazada SG,Approved,86425162697089x2476456633_SGAMZ-14762768180,13/10/2022 08:29,8/10/2022 13:23,SGD,316ac797-65ec-41b2-84e0-cea03a9e317a,15,0.23,1.00%,0.15,0.14,,7/11/2023,
4fee9041eb3c4fd1aa4f559b852b0bda-1,Lazada SG,Approved,86425162297089x987870855_SGAMZ-3575092595,13/10/2022 08:29,8/10/2022 13:23,SGD,316ac797-65ec-41b2-84e0-cea03a9e317a,23.43,0.35,1.00%,0.234,0.218,,7/11/2023,
