,uid,recency,frequency,monetary
3360,VOXLAT0006010732025954432,291,1,270.0
3361,VOXLAT0006010732025955017,25,1,276.94
3362,VOXLAT0006010732025955330,213,1,1082.2
3363,VOXLAT0006010732025956106,121,1,286.06
3364,VOXLAT0006010732025956478,274,1,81.5
3365,VOXLAT0006010732025957120,325,1,306.0
3366,VOXLAT0006010732025960934,219,1,75.42
3367,VOXLAT0006010732025961353,195,2,133.98
3368,VOXLAT0006010732025961726,54,1,483.72
3369,VOXLAT0006010732025963458,172,2,61.97
3370,VOXLAT0006010732025963987,79,1,60.0
3371,VOXLAT0006010732025964167,152,2,1203.02
3372,VOXLAT0006010732025964308,304,4,317.61
3373,VOXLAT0006010732025964431,68,3,293.73
3374,VOXLAT0006010732025965099,216,3,62.78
3375,VOXLAT0006010732025967954,262,1,45.0
3376,VOXLAT0006010732025969323,108,1,109.02
3377,VOXLAT0006010732025969448,154,1,1362.98
3378,VOXLAT0006010732025969513,313,1,334.98
3379,VOXLAT0006010732025971766,281,2,39.78
3380,VOXLAT0006010732025972160,147,1,14.99
3381,VOXLAT0006010732025973085,75,2,291.94
3382,VOXLAT0006010732025973143,33,1,143.16
3383,VOXLAT0006010732025975189,192,1,309.0
3384,VOXLAT0006010732025975270,140,7,436.33
3385,VOXLAT0006010732025975833,333,2,467.9
3386,VOXLAT0006010732025976336,237,5,344.78
3387,VOXLAT0006010732025978514,128,1,118.52
3388,VOXLAT0006010732025978639,177,1,16.99
3389,VOXLAT0006010732025978902,346,1,539.9
3390,VOXLAT0006010732025979181,210,1,129.9
3391,VOXLAT0006010732025979835,181,2,643.27
3392,VOXLAT0006010732025979843,66,1,146.5
3393,VOXLAT0006010732025979967,331,1,199.2
3394,VOXLAT0006010732025980437,263,4,166.99
3395,VOXLAT0006010732025981153,219,3,199.58
3396,VOXLAT0006010732025981310,347,1,372.32
3397,VOXLAT0006010732025982458,159,1,1605.75
3398,VOXLAT0006010732025982946,59,1,122.0
3399,VOXLAT0006010732025983605,19,4,307.79
3400,VOXLAT0006010732025983688,173,2,126.13
3401,VOXLAT0006010732025984157,232,1,200.0
3402,VOXLAT0006010732025984165,175,2,1421.3000000000002
3403,VOXLAT0006010732025984256,220,1,354.96
3404,VOXLAT0006010732025985485,315,1,9.99
3405,VOXLAT0006010732025985592,78,1,240.0
3406,VOXLAT0006010732025986632,332,1,736.0
3407,VOXLAT0006010732025987010,119,1,199.99
3408,VOXLAT0006010732025987994,94,1,92.94
3409,VOXLAT0006010732025988752,266,4,215.93
3410,VOXLAT0006010732025989784,103,1,246.0
3411,VOXLAT0006010732025993471,236,15,1253.83
3412,VOXLAT0006010732025993612,18,1,95.0
3413,VOXLAT0006010732025993729,232,1,27.97
3414,VOXLAT0006010732025994271,301,2,414.95
3415,VOXLAT0006010732025995393,151,3,2760.59
3416,VOXLAT0006010732025997217,256,1,79.97
3417,VOXLAT0006010732025997423,123,1,39.98
3418,VOXLAT0006010732025997647,249,1,425.03
3419,VOXLAT0006010732025998371,345,1,189.98
3420,VOXLAT0006010732025998470,85,1,530.0
3421,VOXLAT0006010732025999882,274,2,198.48000000000002
3422,VOXLAT0006010732026000342,194,1,198.0
3423,VOXLAT0006010732026000847,227,3,91.46
3424,VOXLAT0006010732026001571,72,1,97.99
3425,VOXLAT0006010732026001613,86,1,99.0
3426,VOXLAT0006010732026002710,63,28,3507.88
3427,VOXLAT0006010732026002785,9,1,194.4
3428,VOXLAT0006010732026003478,144,1,134.0
3429,VOXLAT0006010732026003916,333,1,18.99
3430,VOXLAT0006010732026004542,40,1,81.99
3431,VOXLAT0006010732026005820,189,5,2361.0299999999997
3432,VOXLAT0006010732026007149,348,1,167.99
3433,VOXLAT0006010732026007503,317,1,9.99
3434,VOXLAT0006010732026007628,295,1,25.58
3435,VOXLAT0006010732026007701,18,1,128.9
3436,VOXLAT0006010732026008584,63,50,4989.77
3437,VOXLAT0006010732026008857,169,2,179.9
3438,VOXLAT0006010732026008964,76,2,49.989999999999995
3439,VOXLAT0006010732026009707,31,2,788.8799999999999
3440,VOXLAT0006010732026010523,127,1,45.0
3441,VOXLAT0006010732026011067,298,1,349.92
3442,VOXLAT0006010732026012966,228,2,345.0
3443,VOXLAT0006010732026013576,243,1,24.49
3444,VOXLAT0006010732026016108,10,2,185.26
3445,VOXLAT0006010732026016249,255,1,109.95
3446,VOXLAT0006010732026016470,56,3,459.67
3447,VOXLAT0006010732026016595,156,1,76.99
3448,VOXLAT0006010732026016934,90,2,598.9200000000001
3449,VOXLAT0006010732026017064,216,1,202.98
3450,VOXLAT0006010732026019417,338,1,190.0
3451,VOXLAT0006010732026019839,227,2,612.2900000000001
3452,VOXLAT0006010732026020191,220,3,135.87
3453,VOXLAT0006010732026022072,109,1,188.99
3454,VOXLAT0006010732026022478,100,4,500.27
3455,VOXLAT0006010732026023245,202,1,11.96
3456,VOXLAT0006010732026023351,275,2,176.24
3457,VOXLAT0006010732026023393,67,1,48.09
3458,VOXLAT0006010732026024631,282,1,109.99
3459,VOXLAT0006010732026025828,283,1,181.92
3460,VOXLAT0006010732026025877,32,1,25.91
3461,VOXLAT0006010732026026008,257,1,89.9
3462,VOXLAT0006010732026027121,61,2,339.9
3463,VOXLAT0006010732026028079,179,1,490.0
3464,VOXLAT0006010732026028731,77,9,618.94
3465,VOXLAT0006010732026029044,343,1,133.49
3466,VOXLAT0006010732026029549,290,1,87.48
3467,VOXLAT0006010732026029648,56,1,379.85
3468,VOXLAT0006010732026030356,33,3,220.41
3469,VOXLAT0006010732026030489,211,1,150.16
3470,VOXLAT0006010732026031081,345,1,718.99
3471,VOXLAT0006010732026031594,69,1,109.95
3472,VOXLAT0006010732026031776,238,6,614.4300000000001
3473,VOXLAT0006010732026032352,248,1,405.0
3474,VOXLAT0006010732026032766,63,1,73.6
3475,VOXLAT0006010732026034564,169,1,169.8
3476,VOXLAT0006010732026034747,95,1,288.0
3477,VOXLAT0006010732026035058,277,3,126.97
3478,VOXLAT0006010732026035967,212,1,203.54
3479,VOXLAT0006010732026036122,222,1,110.0
3480,VOXLAT0006010732026036692,337,9,427.43
3481,VOXLAT0006010732026037351,222,1,9.99
3482,VOXLAT0006010732026040215,240,1,159.9
3483,VOXLAT0006010732026040462,71,1,67.09
3484,VOXLAT0006010732026040868,230,1,70.99
3485,VOXLAT0006010732026041197,187,5,507.05
3486,VOXLAT0006010732026042765,26,4,462.86
3487,VOXLAT0006010732026043995,169,3,662.49
3488,VOXLAT0006010732026044431,100,1,184.95
3489,VOXLAT0006010732026044456,231,2,1285.27
3490,VOXLAT0006010732026044647,84,1,169.94
3491,VOXLAT0006010732026046410,210,2,125.97999999999999
3492,VOXLAT0006010732026048325,26,1,363.69
3493,VOXLAT0006010732026048465,194,1,390.0
3494,VOXLAT0006010732026048648,319,1,279.99
3495,VOXLAT0006010732026048770,319,1,209.99
3496,VOXLAT0006010732026050123,92,1,192.0
3497,VOXLAT0006010732026050362,108,1,109.99
3498,VOXLAT0006010732026050826,20,12,1140.0
3499,VOXLAT0006010732026051220,344,1,543.0
3500,VOXLAT0006010732026051873,275,1,93.24
3501,VOXLAT0006010732026053481,68,1,99.95
3502,VOXLAT0006010732026053713,296,1,258.21
3503,VOXLAT0006010732026054182,294,1,49.99
3504,VOXLAT0006010732026054299,127,1,489.8
3505,VOXLAT0006010732026054331,119,2,322.9
3506,VOXLAT0006010732026055577,91,5,437.15
3507,VOXLAT0006010732026056401,277,4,1130.0
3508,VOXLAT0006010732026057151,209,1,88.22
3509,VOXLAT0006010732026057409,259,1,33.45
3510,VOXLAT0006010732026057706,334,1,89.3
3511,VOXLAT0006010732026057730,77,1,190.0
3512,VOXLAT0006010732026057755,93,1,155.39
3513,VOXLAT0006010732026057789,224,1,59.99
3514,VOXLAT0006010732026058522,299,2,115.99
3515,VOXLAT0006010732026058712,158,1,134.91
3516,VOXLAT0006010732026058936,216,3,274.96999999999997
3517,VOXLAT0006010732026059413,256,5,152.48000000000002
3518,VOXLAT0006010732026061781,10,1,87.73
3519,VOXLAT0006010732026061799,41,1,279.08
3520,VOXLAT0006010732026062185,119,1,530.1
3521,VOXLAT0006010732026063217,215,1,9.9
3522,VOXLAT0006010732026063878,185,3,1627.5900000000001
3523,VOXLAT0006010732026064439,142,2,1012.67
3524,VOXLAT0006010732026064629,141,1,314.88
3525,VOXLAT0006010732026064736,212,1,50.0
3526,VOXLAT0006010732026065659,154,1,67.96
3527,VOXLAT0006010732026067937,74,3,451.98
3528,VOXLAT0006010732026068307,81,1,191.99
3529,VOXLAT0006010732026068828,18,2,364.94
3530,VOXLAT0006010732026068893,157,1,673.44
3531,VOXLAT0006010732026069859,117,1,165.95
3532,VOXLAT0006010732026069891,184,2,159.04
3533,VOXLAT0006010732026070394,87,1,29.98
3534,VOXLAT0006010732026070410,107,1,230.0
3535,VOXLAT0006010732026070535,186,2,134.99
3536,VOXLAT0006010732026070972,279,1,310.0
3537,VOXLAT0006010732026071400,234,1,32.36
3538,VOXLAT0006010732026071541,222,1,478.83
3539,VOXLAT0006010732026071921,94,1,152.99
3540,VOXLAT0006010732026072721,93,1,431.2
3541,VOXLAT0006010732026072804,147,1,67.99
3542,VOXLAT0006010732026072945,314,1,223.2
3543,VOXLAT0006010732026073968,97,2,107.97999999999999
3544,VOXLAT0006010732026074487,288,1,44.49
3545,VOXLAT0006010732026074644,78,1,190.0
3546,VOXLAT0006010732026076151,130,1,446.48
3547,VOXLAT0006010732026076300,247,1,300.3
3548,VOXLAT0006010732026076581,103,1,147.4
3549,VOXLAT0006010732026077241,137,1,55.0
3550,VOXLAT0006010732026078926,109,1,50.0
3551,VOXLAT0006010732026079692,327,1,34.89
3552,VOXLAT0006010732026079841,63,19,2491.83
3553,VOXLAT0006010732026079932,234,1,136.95
3554,VOXLAT0006010732026080211,329,1,200.0
3555,VOXLAT0006010732026080260,109,1,25.71
3556,VOXLAT0006010732026080674,308,1,62.93
3557,VOXLAT0006010732026080740,155,1,469.85
3558,VOXLAT0006010732026080765,35,5,816.69
3559,VOXLAT0006010732026081409,206,3,134.37
3560,VOXLAT0006010732026081664,153,1,9.99
3561,VOXLAT0006010732026082811,154,2,122.97999999999999
3562,VOXLAT0006010732026083256,348,1,488.14
3563,VOXLAT0006010732026083991,257,2,58.980000000000004
3564,VOXLAT0006010732026084098,186,1,140.36
3565,VOXLAT0006010732026084551,306,2,776.3199999999999
3566,VOXLAT0006010732026085806,299,1,130.58
3567,VOXLAT0006010732026086341,279,1,310.0
3568,VOXLAT0006010732026087414,122,1,120.91
3569,VOXLAT0006010732026087745,221,1,100.0
3570,VOXLAT0006010732026089006,152,1,59.0
3571,VOXLAT0006010732026089659,155,1,204.85
3572,VOXLAT0006010732026090848,244,2,415.92
3573,VOXLAT0006010732026091606,332,1,103.42
3574,VOXLAT0006010732026092109,302,3,633.03
3575,VOXLAT0006010732026092281,122,1,180.0
3576,VOXLAT0006010732026093180,155,1,151.92
3577,VOXLAT0006010732026093487,209,1,143.88
3578,VOXLAT0006010732026093750,283,1,159.26
3579,VOXLAT0006010732026095110,237,1,194.42
3580,VOXLAT0006010732026095557,128,1,39.99
3581,VOXLAT0006010732026095680,250,1,22.49
3582,VOXLAT0006010732026095755,231,1,230.0
3583,VOXLAT0006010732026096191,42,1,169.98
3584,VOXLAT0006010732026096407,110,3,903.21
3585,VOXLAT0006010732026096480,8,1,36.99
3586,VOXLAT0006010732026096688,123,1,91.43
3587,VOXLAT0006010732026096803,194,1,74.31
3588,VOXLAT0006010732026097587,216,2,510.73
3589,VOXLAT0006010732026098957,270,1,30.0
3590,VOXLAT0006010732026099013,12,1,206.98
3591,VOXLAT0006010732026099047,339,1,750.0
3592,VOXLAT0006010732026099765,24,1,96.97
3593,VOXLAT0006010732026100985,242,2,425.88
3594,VOXLAT0006010732026101090,15,1,314.18
3595,VOXLAT0006010732026101884,258,4,173.89
3596,VOXLAT0006010732026101991,33,1,421.12
3597,VOXLAT0006010732026102973,37,1,297.44
3598,VOXLAT0006010732026103385,67,2,169.9
3599,VOXLAT0006010732026103781,188,1,200.0
3600,VOXLAT0006010732026104649,325,1,62.97
3601,VOXLAT0006010732026105091,149,1,452.32
3602,VOXLAT0006010732026105414,264,1,89.49
3603,VOXLAT0006010732026105646,84,1,503.04
3604,VOXLAT0006010732026106271,35,1,23.2
3605,VOXLAT0006010732026107311,140,1,99.99
3606,VOXLAT0006010732026107618,175,1,160.81
3607,VOXLAT0006010732026107899,44,4,746.09
3608,VOXLAT0006010732026108293,308,2,62.34
3609,VOXLAT0006010732026108632,162,2,100.47
3610,VOXLAT0006010732026109085,11,2,211.96
3611,VOXLAT0006010732026109416,288,3,337.86
3612,VOXLAT0006010732026109457,156,1,263.2
3613,VOXLAT0006010732026109465,80,1,46.98
3614,VOXLAT0006010732026109564,250,1,299.0
3615,VOXLAT0006010732026109903,204,3,314.44
3616,VOXLAT0006010732026112402,101,1,200.0
3617,VOXLAT0006010732026112923,9,1,399.0
3618,VOXLAT0006010732026113319,312,1,152.18
3619,VOXLAT0006010732026113467,250,1,112.5
3620,VOXLAT0006010732026114457,154,1,72.91
3621,VOXLAT0006010732026114606,163,1,183.2
3622,VOXLAT0006010732026115249,159,3,1139.46
3623,VOXLAT0006010732026115850,304,4,237.96
3624,VOXLAT0006010732026116148,279,1,310.0
3625,VOXLAT0006010732026117229,311,1,322.07
3626,VOXLAT0006010732026117385,329,1,74.99
3627,VOXLAT0006010732026119597,138,1,590.74
3628,VOXLAT0006010732026120298,13,1,95.0
3629,VOXLAT0006010732026121023,110,1,58.22
3630,VOXLAT0006010732026121197,144,7,1371.1999999999998
3631,VOXLAT0006010732026122559,327,1,75.6
3632,VOXLAT0006010732026122716,229,1,261.4
3633,VOXLAT0006010732026124118,133,1,97.49
3634,VOXLAT0006010732026124258,21,1,41.97
3635,VOXLAT0006010732026125503,96,5,594.77
3636,VOXLAT0006010732026127426,284,1,335.6
3637,VOXLAT0006010732026127491,116,1,14.7
3638,VOXLAT0006010732026128143,343,7,112.08
3639,VOXLAT0006010732026128192,262,1,50.0
3640,VOXLAT0006010732026128317,267,1,218.44
3641,VOXLAT0006010732026128846,195,1,511.54
3642,VOXLAT0006010732026129208,231,1,42.99
3643,VOXLAT0006010732026129794,333,1,0.98
3644,VOXLAT0006010732026131188,290,1,108.46
3645,VOXLAT0006010732026131360,334,3,419.97
3646,VOXLAT0006010732026131717,328,18,107.55
3647,VOXLAT0006010732026131998,154,1,9.99
3648,VOXLAT0006010732026133135,322,1,137.75
3649,VOXLAT0006010732026133341,285,6,454.79
3650,VOXLAT0006010732026133994,146,1,182.43
3651,VOXLAT0006010732026134463,235,1,342.1
3652,VOXLAT0006010732026134836,295,1,924.12
3653,VOXLAT0006010732026135643,268,1,54.88
3654,VOXLAT0006010732026136252,26,1,313.24
3655,VOXLAT0006010732026136351,18,1,313.45
3656,VOXLAT0006010732026136492,293,2,583.41
3657,VOXLAT0006010732026136575,36,1,27.82
3658,VOXLAT0006010732026138134,226,1,153.83
3659,VOXLAT0006010732026138506,36,1,159.9
3660,VOXLAT0006010732026138613,330,1,310.0
3661,VOXLAT0006010732026138720,218,1,50.44
3662,VOXLAT0006010732026138753,145,5,330.43
3663,VOXLAT0006010732026140205,299,1,331.51
3664,VOXLAT0006010732026140593,92,2,194.68
3665,VOXLAT0006010732026140825,82,1,1137.13
3666,VOXLAT0006010732026141187,212,1,38.59
3667,VOXLAT0006010732026141302,125,1,210.0
3668,VOXLAT0006010732026141641,173,1,140.0
3669,VOXLAT0006010732026142169,248,1,169.99
3670,VOXLAT0006010732026142714,303,1,269.92
3671,VOXLAT0006010732026143944,298,1,279.0
3672,VOXLAT0006010732026145188,293,1,117.0
3673,VOXLAT0006010732026145303,135,2,187.96
3674,VOXLAT0006010732026145626,21,1,50.17
3675,VOXLAT0006010732026146194,99,3,309.69
3676,VOXLAT0006010732026146228,168,1,200.0
3677,VOXLAT0006010732026146442,316,2,800.17
3678,VOXLAT0006010732026146574,190,1,113.18
3679,VOXLAT0006010732026148638,169,4,787.87
3680,VOXLAT0006010732026148646,301,1,264.76
3681,VOXLAT0006010732026154214,164,2,250.65999999999997
3682,VOXLAT0006010732026155161,222,2,49.980000000000004
3683,VOXLAT0006010732026155732,75,1,149.95
3684,VOXLAT0006010732026155831,311,1,106.86
3685,VOXLAT0006010732026157662,197,1,299.42
3686,VOXLAT0006010732026158223,234,1,44.97
3687,VOXLAT0006010732026159189,345,1,356.2
3688,VOXLAT0006010732026159197,213,1,97.97
3689,VOXLAT0006010732026159445,339,1,26.65
3690,VOXLAT0006010732026159791,215,1,511.72
3691,VOXLAT0006010732026159924,34,2,78.65
3692,VOXLAT0006010732026160013,112,1,18.0
3693,VOXLAT0006010732026160492,240,1,546.31
3694,VOXLAT0006010732026160963,325,1,602.1
3695,VOXLAT0006010732026161250,290,1,65.97
3696,VOXLAT0006010732026161466,310,1,119.8
3697,VOXLAT0006010732026161607,286,1,184.42
3698,VOXLAT0006010732026162316,323,1,50.49
3699,VOXLAT0006010732026162837,270,1,61.99
3700,VOXLAT0006010732026163116,76,4,417.36
3701,VOXLAT0006010732026163280,332,1,149.99
3702,VOXLAT0006010732026163496,100,1,29.99
3703,VOXLAT0006010732026165731,140,1,443.03
3704,VOXLAT0006010732026165863,58,1,42.5
3705,VOXLAT0006010732026165988,248,1,244.3
3706,VOXLAT0006010732026166184,94,1,763.74
3707,VOXLAT0006010732026166895,61,1,102.99
3708,VOXLAT0006010732026167596,130,2,299.98
3709,VOXLAT0006010732026168263,175,1,340.99
3710,VOXLAT0006010732026168354,165,8,476.91999999999996
3711,VOXLAT0006010732026169337,97,1,660.19
3712,VOXLAT0006010732026170442,100,1,153.7
3713,VOXLAT0006010732026171846,167,1,1013.25
3714,VOXLAT0006010732026172075,58,1,249.9
3715,VOXLAT0006010732026172125,108,1,89.95
3716,VOXLAT0006010732026172265,286,1,514.31
3717,VOXLAT0006010732026172844,173,3,243.85
3718,VOXLAT0006010732026173172,150,5,726.88
3719,VOXLAT0006010732026175375,64,4,176.94
3720,VOXLAT0006010732026176050,106,4,1670.94
3721,VOXLAT0006010732026176118,297,1,699.0
3722,VOXLAT0006010732026176720,170,1,9.9
3723,VOXLAT0006010732026178031,326,1,408.2
3724,VOXLAT0006010732026178197,328,1,532.48
3725,VOXLAT0006010732026178429,119,1,118.0
3726,VOXLAT0006010732026178676,145,3,386.98
3727,VOXLAT0006010732026178742,277,2,165.98
3728,VOXLAT0006010732026179542,219,1,81.72
3729,VOXLAT0006010732026179617,192,2,376.32000000000005
3730,VOXLAT0006010732026181753,316,1,200.0
3731,VOXLAT0006010732026183239,305,1,129.98
3732,VOXLAT0006010732026183510,217,4,278.44
3733,VOXLAT0006010732026183700,126,1,355.0
3734,VOXLAT0006010732026184252,260,2,230.79
3735,VOXLAT0006010732026184682,225,2,170.98
3736,VOXLAT0006010732026184815,314,1,175.0
3737,VOXLAT0006010732026184922,249,1,26.5
3738,VOXLAT0006010732026185333,125,1,218.56
3739,VOXLAT0006010732026185598,69,1,471.95
3740,VOXLAT0006010732026186208,135,1,1054.58
3741,VOXLAT0006010732026186307,308,1,94.99
3742,VOXLAT0006010732026186489,170,1,54.95
3743,VOXLAT0006010732026186505,243,1,33.65
3744,VOXLAT0006010732026186513,241,1,92.5
3745,VOXLAT0006010732026186828,170,1,68.94
3746,VOXLAT0006010732026187677,317,1,200.17
3747,VOXLAT0006010732026187834,178,1,558.74
3748,VOXLAT0006010732026188162,258,1,87.96
3749,VOXLAT0006010732026190143,25,1,60.0
3750,VOXLAT0006010732026190168,280,1,27.9
3751,VOXLAT0006010732026190333,10,2,343.98
3752,VOXLAT0006010732026190572,319,1,570.0
3753,VOXLAT0006010732026190911,257,2,345.75
3754,VOXLAT0006010732026191257,273,1,158.94
3755,VOXLAT0006010732026191463,270,1,35.0
3756,VOXLAT0006010732026191729,309,1,25.63
3757,VOXLAT0006010732026192537,226,1,25.0
3758,VOXLAT0006010732026192602,269,4,85.0
3759,VOXLAT0006010732026192743,230,2,27.9
3760,VOXLAT0006010732026193030,98,1,99.95
3761,VOXLAT0006010732026193170,129,2,481.75
3762,VOXLAT0006010732026194335,127,2,729.83
3763,VOXLAT0006010732026194475,94,3,456.18
3764,VOXLAT0006010732026195316,202,1,60.35
3765,VOXLAT0006010732026195324,304,1,55.97
3766,VOXLAT0006010732026195498,269,1,223.0
3767,VOXLAT0006010732026196009,221,1,314.68
3768,VOXLAT0006010732026196744,267,1,287.28
3769,VOXLAT0006010732026196926,46,1,325.24
3770,VOXLAT0006010732026197171,279,1,594.59
3771,VOXLAT0006010732026197536,190,1,300.0
3772,VOXLAT0006010732026197619,95,1,326.38
3773,VOXLAT0006010732026200017,236,1,94.01
3774,VOXLAT0006010732026200819,303,1,97.9
3775,VOXLAT0006010732026201643,116,1,83.17
3776,VOXLAT0006010732026201908,98,6,379.90999999999997
3777,VOXLAT0006010732026203284,137,1,38.0
3778,VOXLAT0006010732026203672,334,1,577.57
3779,VOXLAT0006010732026204142,274,1,302.45
3780,VOXLAT0006010732026204233,295,1,397.16
3781,VOXLAT0006010732026204308,144,1,357.46
3782,VOXLAT0006010732026204399,280,9,702.88
3783,VOXLAT0006010732026204530,21,1,183.9
3784,VOXLAT0006010732026204902,213,1,47.5
3785,VOXLAT0006010732026205123,258,1,128.9
3786,VOXLAT0006010732026205669,234,1,101.96
3787,VOXLAT0006010732026205743,333,2,40.98
3788,VOXLAT0006010732026205750,114,1,30.0
3789,VOXLAT0006010732026207251,240,1,91.09
3790,VOXLAT0006010732026207319,161,2,117.94999999999999
3791,VOXLAT0006010732026207616,167,2,18.380000000000003
3792,VOXLAT0006010732026208622,286,1,25.0
3793,VOXLAT0006010732026209034,147,2,201.94
3794,VOXLAT0006010732026211923,196,3,339.92999999999995
3795,VOXLAT0006010732026212038,213,1,216.22
3796,VOXLAT0006010732026212293,92,1,308.23
3797,VOXLAT0006010732026212434,163,1,638.93
3798,VOXLAT0006010732026212541,255,1,60.0
3799,VOXLAT0006010732026212681,136,2,383.03
3800,VOXLAT0006010732026212707,102,1,396.64
3801,VOXLAT0006010732026213200,351,1,1.39
3802,VOXLAT0006010732026213473,147,1,191.83
3803,VOXLAT0006010732026214034,19,1,124.95
3804,VOXLAT0006010732026214257,149,2,319.99
3805,VOXLAT0006010732026214943,338,2,233.8
3806,VOXLAT0006010732026214992,273,1,231.66
3807,VOXLAT0006010732026215064,153,1,121.97
3808,VOXLAT0006010732026215304,284,3,80.1
3809,VOXLAT0006010732026215353,166,1,15.99
3810,VOXLAT0006010732026215494,30,1,111.48
3811,VOXLAT0006010732026215908,81,3,267.21
3812,VOXLAT0006010732026216443,350,1,742.6
3813,VOXLAT0006010732026217540,205,1,45.4
3814,VOXLAT0006010732026217763,147,1,246.46
3815,VOXLAT0006010732026219231,158,1,112.81
3816,VOXLAT0006010732026219462,112,3,452.37
3817,VOXLAT0006010732026220148,79,1,129.41
3818,VOXLAT0006010732026220171,247,1,79.96
3819,VOXLAT0006010732026223183,340,1,47.98
3820,VOXLAT0006010732026224124,209,1,103.95
3821,VOXLAT0006010732026224371,279,1,310.0
3822,VOXLAT0006010732026224512,89,1,189.5
3823,VOXLAT0006010732026224660,213,3,558.22
3824,VOXLAT0006010732026224959,266,1,45.57
3825,VOXLAT0006010732026225568,96,1,831.5
3826,VOXLAT0006010732026225584,61,2,716.38
3827,VOXLAT0006010732026226061,87,1,172.0
3828,VOXLAT0006010732026226426,311,1,118.0
3829,VOXLAT0006010732026226442,330,1,310.0
3830,VOXLAT0006010732026226954,194,1,53.97
3831,VOXLAT0006010732026227655,55,3,243.67000000000002
3832,VOXLAT0006010732026229081,127,1,110.0
3833,VOXLAT0006010732026229867,263,1,240.0
3834,VOXLAT0006010732026230154,155,1,169.5
3835,VOXLAT0006010732026230337,312,2,100.9
3836,VOXLAT0006010732026230386,74,1,52.58
3837,VOXLAT0006010732026231194,20,1,37.73
3838,VOXLAT0006010732026232143,180,2,152.99
3839,VOXLAT0006010732026232309,117,1,273.46
3840,VOXLAT0006010732026232325,156,78,10584.230000000001
3841,VOXLAT0006010732026232424,309,4,160.34
3842,VOXLAT0006010732026233497,77,5,706.38
3843,VOXLAT0006010732026233802,335,1,79.99
3844,VOXLAT0006010732026233919,233,1,824.4
3845,VOXLAT0006010732026235849,223,1,70.0
3846,VOXLAT0006010732026235872,192,5,338.15
3847,VOXLAT0006010732026236888,57,3,456.86
3848,VOXLAT0006010732026239353,118,5,473.91
3849,VOXLAT0006010732026239528,278,1,12.79
3850,VOXLAT0006010732026239692,32,1,157.95
3851,VOXLAT0006010732026240765,150,2,254.97
3852,VOXLAT0006010732026241060,322,1,95.92
3853,VOXLAT0006010732026241193,240,1,50.0
3854,VOXLAT0006010732026242696,39,2,219.31
3855,VOXLAT0006010732026243140,227,2,136.99
3856,VOXLAT0006010732026243181,309,1,272.94
3857,VOXLAT0006010732026243264,137,1,251.97
3858,VOXLAT0006010732026243694,147,2,182.99
3859,VOXLAT0006010732026245152,174,1,71.06
3860,VOXLAT0006010732026246069,294,1,63.19
3861,VOXLAT0006010732026246358,24,1,42.0
3862,VOXLAT0006010732026246580,328,1,67.49
3863,VOXLAT0006010732026246796,92,3,982.9
3864,VOXLAT0006010732026247398,52,1,86.73
3865,VOXLAT0006010732026250608,40,1,39.99
3866,VOXLAT0006010732026250657,88,3,363.17
3867,VOXLAT0006010732026250707,98,1,52.49
3868,VOXLAT0006010732026251507,280,1,230.0
3869,VOXLAT0006010732026252414,107,1,570.03
3870,VOXLAT0006010732026253073,33,1,94.62
3871,VOXLAT0006010732026253289,166,2,1413.5
3872,VOXLAT0006010732026253412,194,2,369.75
3873,VOXLAT0006010732026253768,335,1,201.97
3874,VOXLAT0006010732026254717,296,1,252.0
3875,VOXLAT0006010732026254998,247,1,434.77
3876,VOXLAT0006010732026255334,170,2,509.97
3877,VOXLAT0006010732026255748,326,1,341.5
3878,VOXLAT0006010732026255896,158,1,98.0
3879,VOXLAT0006010732026256308,277,1,701.58
3880,VOXLAT0006010732026256787,335,1,50.0
3881,VOXLAT0006010732026257405,93,5,2058.3
3882,VOXLAT0006010732026257702,272,1,444.65
3883,VOXLAT0006010732026258239,157,1,109.95
3884,VOXLAT0006010732026258684,267,1,131.62
3885,VOXLAT0006010732026260292,335,1,143.96
3886,VOXLAT0006010732026260334,131,6,1152.43
3887,VOXLAT0006010732026260482,275,1,359.96
3888,VOXLAT0006010732026261332,250,1,25.0
3889,VOXLAT0006010732026262769,179,2,798.15
3890,VOXLAT0006010732026262900,9,1,56.12
3891,VOXLAT0006010732026263023,285,1,86.47
3892,VOXLAT0006010732026263783,185,2,604.6800000000001
3893,VOXLAT0006010732026264062,159,1,99.95
3894,VOXLAT0006010732026265002,231,1,1037.35
3895,VOXLAT0006010732026265739,104,3,829.09
3896,VOXLAT0006010732026265937,226,1,119.25
3897,VOXLAT0006010732026266026,107,1,87.27
3898,VOXLAT0006010732026266554,220,1,50.37
3899,VOXLAT0006010732026266653,257,4,519.8
3900,VOXLAT0006010732026266893,96,1,89.95
3901,VOXLAT0006010732026267768,264,1,20.0
3902,VOXLAT0006010732026267909,323,2,318.98
3903,VOXLAT0006010732026268196,47,1,49.95
3904,VOXLAT0006010732026268964,203,4,687.46
3905,VOXLAT0006010732026269210,213,2,127.0
3906,VOXLAT0006010732026269319,63,3,129.97
3907,VOXLAT0006010732026269624,254,2,1056.96
3908,VOXLAT0006010732026271208,161,4,316.92
3909,VOXLAT0006010732026271281,185,2,1223.81
3910,VOXLAT0006010732026271323,282,1,200.0
3911,VOXLAT0006010732026271794,113,6,1737.9299999999998
3912,VOXLAT0006010732026273071,150,1,386.19
